Case ID,Activity,Start Timestamp,End Timestamp,Cluster,Cluster Number,Gender,DayType
20100101100658,Interior cleaning,09:30:00,09:40:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Eating and drinking,09:40:00,10:00:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,10:00:00,11:00:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,11:00:00,12:30:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Doing aerobics,12:30:00,13:15:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Interior cleaning,13:15:00,13:45:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,13:45:00,14:15:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,14:15:00,17:00:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Eating and drinking,17:00:00,18:30:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,18:30:00,21:30:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,21:30:00,22:00:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Socializing and communicating with others,22:00:00,23:20:00,OM_complete_k5_2,2,Male,Weekend
20100101100658,Sleeping,23:20:00,08:00:00,OM_complete_k5_2,2,Male,Weekend
20100101100920,Sleeping,04:00:00,07:00:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Interior cleaning,07:00:00,07:20:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Socializing and communicating with others,07:20:00,10:30:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Socializing and communicating with others,10:30:00,11:30:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Interior cleaning,11:30:00,13:30:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,"Work, main job",13:30:00,14:00:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Socializing and communicating with others,14:00:00,18:00:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Sleeping,18:00:00,18:45:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Interior cleaning,18:45:00,19:45:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Interior cleaning,19:45:00,20:00:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Socializing and communicating with others,20:00:00,23:00:00,OM_complete_k5_2,2,Female,Weekend
20100101100920,Sleeping,23:00:00,07:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101236,Sleeping,04:00:00,08:30:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,08:30:00,09:30:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Sleeping,09:30:00,10:00:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Eating and drinking,10:00:00,10:20:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Travel related to personal care,10:20:00,10:40:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Security procedures rel. to consumer purchases,10:40:00,11:10:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Travel related to personal care,11:10:00,12:30:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Eating and drinking,12:30:00,13:15:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Travel related to personal care,13:15:00,13:20:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,13:20:00,15:50:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Travel related to personal care,15:50:00,16:05:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,16:05:00,16:20:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,16:20:00,19:10:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Travel related to personal care,19:10:00,19:45:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,19:45:00,21:00:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,21:00:00,23:00:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Interior cleaning,23:00:00,23:05:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,23:05:00,01:05:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Socializing and communicating with others,01:05:00,01:45:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Sleeping,01:45:00,01:55:00,OM_complete_k5_1,1,Male,Weekend
20100101101236,Sleeping,01:55:00,08:00:00,OM_complete_k5_1,1,Male,Weekend
20100101101423,Sleeping,04:00:00,08:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,08:00:00,08:05:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Eating and drinking,08:05:00,08:15:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Sleeping,08:15:00,08:30:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Travel related to personal care,08:30:00,08:45:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,"Work, main job",08:45:00,08:47:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Travel related to personal care,08:47:00,09:02:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,09:02:00,09:12:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,09:12:00,10:12:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,"Work, main job",10:12:00,10:17:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Waiting associated with telephone calls,10:17:00,10:27:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,10:27:00,10:42:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,10:42:00,12:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Eating and drinking,12:00:00,12:15:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,12:15:00,13:45:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,13:45:00,14:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,14:00:00,15:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,15:00:00,16:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,16:00:00,17:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,17:00:00,17:15:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,17:15:00,18:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Eating and drinking,18:00:00,18:20:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Interior cleaning,18:20:00,18:45:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Socializing and communicating with others,18:45:00,23:00:00,OM_complete_k5_2,2,Female,Weekday
20100101101423,Sleeping,23:00:00,07:30:00,OM_complete_k5_2,2,Female,Weekday
20100101101742,Sleeping,04:00:00,07:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Eating and drinking,07:00:00,07:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Socializing and communicating with others,07:15:00,09:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,09:15:00,10:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,10:15:00,11:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Socializing and communicating with others,11:15:00,12:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,12:00:00,12:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Eating and drinking,12:15:00,12:45:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,12:45:00,13:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Socializing and communicating with others,13:00:00,14:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Sleeping,14:00:00,15:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,15:00:00,15:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,"Work, main job",15:30:00,16:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,16:00:00,16:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Sleeping,16:30:00,17:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Eating and drinking,17:00:00,17:45:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,17:45:00,18:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,18:00:00,18:20:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,18:20:00,18:50:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,18:50:00,19:05:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,19:05:00,19:35:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Interior cleaning,19:35:00,19:50:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,19:50:00,20:05:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Physical care for hh children,20:05:00,20:10:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Socializing and communicating with others,20:10:00,21:40:00,OM_complete_k5_2,2,Female,Weekend
20100101101742,Sleeping,21:40:00,07:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Sleeping,04:00:00,08:20:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Sleeping,08:20:00,09:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Eating and drinking,09:00:00,09:10:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Sleeping,09:10:00,09:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Travel related to personal care,09:30:00,09:35:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,"Attending meetings, conferences, & training",09:35:00,10:50:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Travel related to personal care,10:50:00,10:55:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Eating and drinking,10:55:00,11:25:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Socializing and communicating with others,11:25:00,13:40:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Sleeping,13:40:00,15:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Socializing and communicating with others,15:30:00,17:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Interior cleaning,17:15:00,18:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Eating and drinking,18:30:00,19:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Interior cleaning,19:15:00,19:40:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Socializing and communicating with others,19:40:00,21:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Physical care for hh children,21:00:00,21:10:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Physical care for hh children,21:10:00,21:20:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Socializing and communicating with others,21:20:00,22:50:00,OM_complete_k5_2,2,Female,Weekend
20100101101777,Sleeping,22:50:00,06:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Sleeping,04:00:00,08:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Eating and drinking,08:30:00,08:35:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,"Attending meetings, conferences, & training",08:35:00,12:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Eating and drinking,12:00:00,12:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Socializing and communicating with others,12:15:00,12:55:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,"Attending meetings, conferences, & training",12:55:00,17:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Interior cleaning,17:00:00,17:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Eating and drinking,17:30:00,17:35:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,"Attending meetings, conferences, & training",17:35:00,22:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101864,Sleeping,22:00:00,04:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Sleeping,04:00:00,07:30:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Sleeping,07:30:00,08:05:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Eating and drinking,08:05:00,09:05:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Attending religious services,09:05:00,11:05:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Socializing and communicating with others,11:05:00,12:35:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Eating and drinking,12:35:00,12:45:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Socializing and communicating with others,12:45:00,14:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Doing aerobics,14:15:00,15:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Interior cleaning,15:00:00,17:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Eating and drinking,17:00:00,18:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Socializing and communicating with others,18:00:00,20:00:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Interior cleaning,20:00:00,20:45:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Waiting associated with telephone calls,20:45:00,22:15:00,OM_complete_k5_2,2,Female,Weekend
20100101101981,Sleeping,22:15:00,05:45:00,OM_complete_k5_2,2,Female,Weekend
20100101102311,Sleeping,04:00:00,08:00:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Interior cleaning,08:00:00,08:20:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Physical care for nonhh children,08:20:00,09:20:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Interior cleaning,09:20:00,10:00:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Interior cleaning,10:00:00,10:20:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,10:20:00,11:05:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Waiting associated with telephone calls,11:05:00,11:25:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,11:25:00,11:55:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Socializing and communicating with others,11:55:00,13:25:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,13:25:00,13:55:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Eating and drinking,13:55:00,14:55:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,14:55:00,15:15:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,15:15:00,15:35:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,15:35:00,15:50:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Using paid childcare services,15:50:00,16:45:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,16:45:00,16:50:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Security procedures rel. to consumer purchases,16:50:00,17:10:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,17:10:00,17:17:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,"Attending meetings, conferences, & training",17:17:00,17:27:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,17:27:00,17:32:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,17:32:00,18:15:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,18:15:00,18:40:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,18:40:00,18:50:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,"Attending meetings, conferences, & training",18:50:00,21:15:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Socializing and communicating with others,21:15:00,21:35:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Travel related to personal care,21:35:00,21:45:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Interior cleaning,21:45:00,21:50:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Socializing and communicating with others,21:50:00,22:20:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Interior cleaning,22:20:00,22:35:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Physical care for nonhh children,22:35:00,23:05:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,23:05:00,23:35:00,OM_complete_k5_2,2,Female,Weekday
20100101102311,Sleeping,23:35:00,07:30:00,OM_complete_k5_2,2,Female,Weekday
20100111090839,Sleeping,04:00:00,08:30:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Interior cleaning,08:30:00,08:35:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Interior cleaning,08:35:00,08:55:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Interior cleaning,08:55:00,11:30:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Sleeping,11:30:00,11:50:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Interior cleaning,11:50:00,12:20:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,12:20:00,12:40:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Waiting associated with telephone calls,12:40:00,13:00:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Attending religious services,13:00:00,13:30:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,13:30:00,13:50:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Eating and drinking,13:50:00,14:10:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Socializing and communicating with others,14:10:00,16:10:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,"Attending meetings, conferences, & training",16:10:00,16:12:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,"Attending meetings, conferences, & training",16:12:00,16:13:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,"Attending meetings, conferences, & training",16:13:00,16:32:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Socializing and communicating with others,16:32:00,17:32:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Socializing and communicating with others,17:32:00,18:32:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Waiting associated with telephone calls,18:32:00,18:34:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Socializing and communicating with others,18:34:00,20:00:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Waiting associated with telephone calls,20:00:00,20:45:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,20:45:00,20:55:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Security procedures rel. to consumer purchases,20:55:00,21:00:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,21:00:00,21:10:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Socializing and communicating with others,21:10:00,21:25:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Physical care for nonhh children,21:25:00,21:26:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,21:26:00,21:41:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Physical care for nonhh children,21:41:00,21:43:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Travel related to personal care,21:43:00,21:58:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Waiting associated with telephone calls,21:58:00,22:58:00,OM_complete_k5_2,2,Female,Weekend
20100111090839,Sleeping,22:58:00,08:30:00,OM_complete_k5_2,2,Female,Weekend
20100111090858,Sleeping,04:00:00,08:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Eating and drinking,08:00:00,08:20:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Sleeping,08:20:00,08:40:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Travel related to personal care,08:40:00,08:55:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,"Work, main job",08:55:00,12:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Travel related to personal care,12:00:00,12:05:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Eating and drinking,12:05:00,12:55:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Travel related to personal care,12:55:00,13:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,"Work, main job",13:00:00,16:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Travel related to personal care,16:00:00,16:15:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Security procedures rel. to consumer purchases,16:15:00,16:25:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Travel related to personal care,16:25:00,16:30:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Socializing and communicating with others,16:30:00,18:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Eating and drinking,18:00:00,19:30:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Socializing and communicating with others,19:30:00,22:00:00,OM_complete_k5_5,5,Male,Weekend
20100111090858,Sleeping,22:00:00,07:30:00,OM_complete_k5_5,5,Male,Weekend
20100111091119,Sleeping,04:00:00,06:30:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Sleeping,06:30:00,07:15:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Physical care for hh children,07:15:00,07:20:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Interior cleaning,07:20:00,07:30:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Physical care for hh children,07:30:00,07:35:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,07:35:00,07:36:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Physical care for hh children,07:36:00,07:41:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,07:41:00,08:06:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,"Work, main job",08:06:00,11:30:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Eating and drinking,11:30:00,12:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,"Work, main job",12:00:00,14:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Eating and drinking,14:00:00,14:10:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,"Work, main job",14:10:00,17:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,17:00:00,17:30:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Interior cleaning,17:30:00,17:50:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Sleeping,17:50:00,18:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,18:00:00,18:15:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Doing aerobics,18:15:00,19:15:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,19:15:00,19:35:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Security procedures rel. to consumer purchases,19:35:00,20:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Travel related to personal care,20:00:00,20:05:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Interior cleaning,20:05:00,20:15:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Eating and drinking,20:15:00,20:30:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Physical care for hh children,20:30:00,20:35:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Socializing and communicating with others,20:35:00,22:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Sleeping,22:00:00,22:05:00,OM_complete_k5_5,5,Female,Weekday
20100111091119,Sleeping,22:05:00,06:00:00,OM_complete_k5_5,5,Female,Weekday
20100111091228,Sleeping,04:00:00,10:00:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Eating and drinking,10:00:00,10:30:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Sleeping,10:30:00,11:30:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Interior cleaning,11:30:00,12:30:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Waiting associated with telephone calls,12:30:00,12:50:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Interior cleaning,12:50:00,13:05:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,13:05:00,13:15:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,"Taking class for degree, certification, or licensure",13:15:00,14:15:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,14:15:00,14:25:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,14:25:00,14:27:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,14:27:00,14:33:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Interior cleaning,14:33:00,14:43:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,14:43:00,14:46:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Security procedures rel. to consumer purchases,14:46:00,15:11:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,15:11:00,15:21:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Security procedures rel. to consumer purchases,15:21:00,15:31:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Travel related to personal care,15:31:00,15:36:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Eating and drinking,15:36:00,16:06:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Waiting associated with telephone calls,16:06:00,16:36:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Interior cleaning,16:36:00,00:00:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Interior cleaning,00:00:00,00:10:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Sleeping,00:10:00,00:30:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Socializing and communicating with others,00:30:00,00:45:00,OM_complete_k5_1,1,Female,Weekday
20100111091228,Socializing and communicating with others,00:45:00,02:00:00,OM_complete_k5_1,1,Female,Weekday
